№,Страна,Регион,Город,Трасса,Месторасположение,Бренд,Бензин,ДТ,ГАЗ,Мойка,Доп. услуги,Категория
13410,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Российская, 167-б",Лукойл,+,+,,,"AdBlue, Доп. товары",
13411,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Артиллерийская, 138, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13412,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Доватора, 8-а, 1",Лукойл,+,+,,,Доп. товары,
13413,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Гостевая, 6, соор. 1",Лукойл,+,+,,,,
13414,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Автоматики, 12, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13415,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, тракт Троицкий, д. 70,В",Лукойл,+,+,,,,
13416,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Блюхера, 96-а, соор.1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13417,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, тракт Троицкий, 43а, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13418,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Салтыкова, д. 45",Лукойл,+,+,,,,
13419,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, пр-т Ленина, 26-а,стр.1",Лукойл,+,+,,,,
13420,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Игуменка, 89, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13421,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Блюхера, д. 121Б",Лукойл,+,+,,,"AdBlue, Доп. товары",
13422,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Труда, д. 166А, соор. 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13423,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Нефтебазовая, 25-а, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13424,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Молдавская, 14-а",Лукойл,+,+,,,"AdBlue, Доп. товары",
13425,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Братьев Кашириных, д. 129Д, 1",Лукойл,+,+,,,Доп. товары,
13426,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, пр-т. Комсомольский, 70-г, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13427,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Молодогвардейцев, 15-г, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13428,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Мира, 65, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13429,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, пр-т Победы, 378-г,соор.1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13430,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Механическая, 67-а, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13431,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Героев Танкограда, 95-а, соор.1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13432,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, тракт Бродокалмакский, 45, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13433,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Труда, 148-а, 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13434,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, Калининский район, ул. Университетская Набережная, 123А, строение 1",Лукойл,+,+,,,"AdBlue, Доп. товары",
13435,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл. , г. Челябинск, ул. Академика Макеева, 5А",UFAOIL,+,+,+,,"AdBlue, Доп. товары",
13436,РОССИЯ,Челябинская область,Челябинск,,"Челябинская обл., г. Челябинск, ул. Братьев Кашириных, 86-а",Лукойл,+,+,,,"AdBlue, Доп. товары",
13437,РОССИЯ,Челябинская область,Челябинск,,"г. Челябинск, ул. Бр. Кашириных, 86",АЗС,,,,+,Шиномонтаж,
13438,РОССИЯ,Челябинская область,Челябинск,,"Челябинская область, г. Челябинск, п. Керамзавода, 134, стр. 6",АЗС,,,,,Шиномонтаж,
13439,РОССИЯ,Челябинская область,Черновское,,"Челябинская обл., Миасский городской округ, село Черновское, объездная дорога",Uniq,+,+,+,,,A
13440,РОССИЯ,Челябинская область,Черноречье,,"Челябинская обл., пос. Черноречье, ул. Ленина, 1 к1",Tamic Energy,+,+,,,,A
13441,РОССИЯ,Челябинская область,Чесма,,"п. Чесма, ул. Чапаева, д. 69",Tamic Energy,+,+,,,,A
13442,РОССИЯ,Челябинская область,Чесма,75К-010,"Челябинская обл., с. Чесма, ул. Чапаева, д. 77",Лукойл,+,+,,,"AdBlue, Доп. товары",
13443,РОССИЯ,Челябинская область,Шарлаш,,"Челябинская обл., г. Усть-Катав, ул. Автодорожная,д. 32",Эдельвейс,+,,,,,A
13444,РОССИЯ,Челябинская область,Шарлаш,М-5,"Челябинская обл., 1608 км а/д М-5 Урал(справа)",Лукойл,+,+,,,"AdBlue, Доп. товары",
13445,РОССИЯ,Челябинская область,Шарлаш,М-5,"Челябинская обл., 1608 км а/д М-5 Урал",Лукойл,+,+,,,"AdBlue, Доп. товары",
13446,РОССИЯ,Челябинская область,Южноуральск,,"АЗС № 079, Челябинская обл., г. Южноуральск, ул.Заводская, 1",РегионUno,+,+,,,,C
13447,РОССИЯ,Челябинская область,Южноуральск,,"ул. Победы, 3, Южноуральск, Челябинская обл., Россия, 457043",Газпромнефть,+,+,,,,T
13448,РОССИЯ,Челябинская область,Южноуральск,,"г. Южноуральск, ул. Лучистая, д. 1 А",Salavat,+,+,+,,Метан,A
